0,0,98,84,310,281,396,597
1,0,18,133,516,452,447,271
2,0,132,136,301,365,411,358
3,0,200,157,372,393,240,440
4,0,98,1,232,530,272,438
5,0,15,47,329,551,535,369
6,0,191,41,404,364,417,404
7,0,144,188,221,428,505,453
8,0,74,141,352,417,494,291
9,0,110,65,257,487,376,243
10,0,162,52,373,253,496,420
11,0,119,151,583,245,462,243
12,0,9,138,489,212,244,496
13,0,0,80,312,201,457,419
14,0,128,190,345,233,327,273
15,0,123,124,241,383,282,255
16,0,29,112,387,499,455,496
17,0,31,165,441,419,312,424
18,0,116,26,584,335,383,531
19,0,55,109,438,451,501,315
20,0,134,38,477,537,586,281
21,0,96,16,513,541,238,225
22,0,159,80,346,317,394,554
23,0,158,11,265,298,251,259
24,0,13,123,235,231,341,291
25,0,110,141,398,540,551,457
26,0,99,159,209,406,435,379
27,0,170,155,251,592,228,303
28,0,185,9,596,594,401,545
29,0,136,24,527,518,284,390
30,0,168,55,516,269,220,282
31,0,185,128,477,251,253,420
32,0,17,189,486,290,402,326
33,0,98,200,458,294,300,358
34,0,118,180,214,435,493,405
35,0,82,26,340,306,254,400
36,0,123,131,251,362,519,208
37,0,105,171,311,371,579,549
38,0,125,116,510,285,575,401
39,0,184,17,217,223,295,282
40,0,89,167,380,316,260,212
41,0,109,130,391,226,212,556
42,0,199,148,230,431,486,304
43,0,20,186,261,442,570,574
44,0,6,147,272,218,299,555
45,0,178,17,477,385,240,393
46,0,69,6,250,304,464,401
47,0,32,19,455,549,364,393
48,0,172,135,451,427,246,232
49,0,135,99,561,236,593,266
50,0,62,5,353,427,435,337
51,0,137,106,514,316,454,410
52,0,67,75,575,490,204,567
53,0,136,172,460,481,405,568
54,0,149,182,459,307,489,526
55,0,13,112,417,420,432,513
56,0,115,7,340,261,375,506
57,0,26,163,345,374,385,356
58,0,28,89,458,454,492,549
59,0,103,108,545,560,433,216
60,0,49,187,589,477,538,422
61,0,66,165,436,597,412,303
62,0,170,67,419,334,537,230
63,0,154,52,420,355,355,459
64,0,176,194,235,287,296,410
65,0,105,23,582,405,423,385
66,0,111,165,222,230,441,500
67,0,52,49,296,500,390,378
68,0,79,37,513,216,430,229
69,0,190,183,347,396,326,457
70,0,108,20,350,451,398,254
71,0,108,156,420,250,516,353
72,0,54,39,432,395,204,596
73,0,114,42,564,300,231,502
74,0,117,136,599,492,432,484
75,0,145,116,348,353,224,562
76,0,61,123,561,541,546,499
77,0,48,137,371,498,480,327
78,0,162,68,384,364,552,582
79,0,46,64,557,276,534,588
80,0,182,147,316,345,406,398
81,0,193,113,216,359,272,501
82,0,92,8,245,267,252,425
83,0,4,147,544,321,262,305
84,0,76,186,434,447,547,444
85,0,181,57,380,439,499,508
86,0,151,74,321,485,445,334
87,0,103,140,212,299,428,554
88,0,187,109,555,343,271,397
89,0,116,29,238,266,251,204
90,0,104,144,325,568,395,487
91,0,164,155,455,558,585,533
92,0,118,184,337,372,415,304
93,0,41,142,497,335,538,356
94,0,61,146,564,320,483,382
95,0,144,154,405,356,253,471
96,0,27,80,483,589,434,562
97,0,0,74,581,591,214,459
98,0,97,53,504,302,486,511
99,0,181,124,227,206,530,465
100,0,55,153,212,457,282,411
101,0,99,173,248,374,353,209
102,0,89,168,367,521,516,536
103,0,106,35,437,400,226,439
104,0,183,25,350,394,253,585
105,0,26,104,357,581,228,477
106,0,36,86,271,219,524,497
107,0,25,167,280,485,520,230
108,0,8,10,585,534,516,427
109,0,146,99,410,521,391,454
110,0,125,20,214,527,404,561
111,0,196,78,337,326,567,454
112,0,197,115,279,251,298,586
113,0,84,196,307,284,439,494
114,0,188,155,387,200,477,356
115,0,50,29,473,475,373,560
116,0,184,90,478,519,578,470
117,0,26,118,563,489,311,548
118,0,147,48,209,268,412,267
119,0,180,91,350,462,347,359
120,0,38,71,505,481,324,422
121,0,104,39,408,268,531,270
122,0,80,138,450,448,396,310
123,0,159,76,531,218,463,470
124,0,175,14,581,289,325,276
125,0,171,50,239,547,414,249
126,0,152,154,354,444,255,241
127,0,12,142,210,283,265,309
128,0,135,113,279,590,568,370
129,0,32,23,377,250,322,452
130,0,76,109,376,240,404,426
131,0,106,151,456,386,341,200
132,0,184,100,281,447,366,500
133,0,112,14,507,461,282,514
134,0,144,174,445,434,269,328
135,0,62,45,234,565,410,279
136,0,11,125,209,271,404,261
137,0,121,186,543,533,544,295
138,0,105,10,277,440,229,214
139,0,103,97,262,489,299,384
140,0,70,161,302,551,569,293
141,0,84,108,343,242,377,494
142,0,198,42,599,433,372,596
143,0,49,120,475,369,399,290
144,0,105,167,229,326,275,220
145,0,169,21,422,280,510,348
146,0,161,152,489,211,395,376
147,0,198,44,427,409,299,246
148,0,94,88,406,536,345,332
149,0,126,66,317,305,433,576
150,0,101,5,320,375,584,553
151,0,165,187,232,474,397,500
152,0,195,196,549,202,415,259
153,0,183,35,511,504,356,218
154,0,96,36,483,258,212,305
155,0,39,191,390,322,248,350
156,0,118,150,363,516,430,387
157,0,95,41,406,524,552,473
158,0,47,155,216,486,555,369
159,0,66,156,463,543,563,268
160,0,127,22,482,565,287,285
161,0,140,19,590,532,417,581
162,0,37,177,522,353,552,202
163,0,195,91,238,595,545,475
164,0,31,102,203,225,240,524
165,0,159,70,279,432,459,424
166,0,87,126,242,255,448,590
167,0,86,123,574,459,274,424
168,0,1,153,289,531,415,405
169,0,95,156,566,374,295,557
170,0,186,123,413,503,321,244
171,0,60,101,223,321,579,213
172,0,187,100,455,475,489,273
173,0,76,192,252,275,285,382
174,0,134,22,428,581,425,557
175,0,116,149,432,435,263,533
176,0,53,125,352,440,299,332
177,0,72,75,396,452,512,300
178,0,0,49,546,411,480,538
179,0,189,44,305,233,554,418
180,0,161,122,360,313,491,374
181,0,162,65,215,295,264,383
182,0,13,15,373,314,443,371
