0,0,15,131,208,341,376,581
1,0,93,176,257,395,499,477
2,0,38,26,489,217,288,527
3,0,123,25,241,239,478,254
4,0,57,126,502,584,464,479
5,0,168,33,453,239,497,476
6,0,36,58,263,501,255,339
7,0,0,34,205,331,237,407
8,0,187,50,559,236,497,460
9,0,66,113,398,204,350,592
10,0,79,130,501,366,576,432
11,0,170,85,557,275,306,346
12,0,33,11,505,405,567,561
13,0,25,9,204,332,263,552
14,0,18,76,518,452,366,538
15,0,87,92,479,387,593,587
16,0,143,103,333,501,272,284
17,0,33,120,465,241,589,483
18,0,76,132,424,589,340,442
19,0,115,22,542,315,271,487
20,0,0,195,278,311,438,261
21,0,126,133,576,211,344,551
22,0,127,145,335,300,498,279
23,0,87,39,394,589,309,374
24,0,51,143,326,369,572,525
25,0,197,68,479,252,560,356
26,0,20,195,468,538,566,335
27,0,8,47,280,448,541,258
28,0,164,170,268,443,574,538
29,0,153,64,268,294,402,468
30,0,107,139,483,572,430,332
31,0,132,64,223,201,259,575
32,0,13,55,567,524,423,372
33,0,157,119,279,538,513,257
34,0,166,61,563,253,279,455
35,0,145,25,585,428,528,317
36,0,70,125,436,499,556,257
37,0,26,131,326,324,272,217
38,0,4,186,423,353,248,481
39,0,117,198,226,245,576,470
40,0,77,135,319,456,522,576
41,0,113,52,507,483,327,494
42,0,188,194,332,391,326,536
43,0,30,122,553,464,250,441
44,0,22,80,553,568,493,259
45,0,54,151,572,494,384,476
46,0,161,171,292,545,434,283
47,0,136,15,427,516,555,298
48,0,88,163,533,265,491,488
49,0,110,11,571,380,499,521
50,0,68,112,586,317,576,554
51,0,10,49,336,286,490,304
52,0,161,79,468,495,522,437
53,0,59,82,303,340,261,447
54,0,96,64,407,389,289,404
55,0,169,113,255,235,592,355
56,0,92,11,535,273,499,595
57,0,191,15,418,546,273,495
58,0,115,18,423,475,462,243
59,0,39,47,336,452,283,462
60,0,69,110,507,545,297,446
61,0,47,198,562,231,555,385
62,0,13,178,295,255,488,237
63,0,187,142,395,241,358,224
64,0,154,60,214,487,444,579
65,0,131,57,321,472,506,468
66,0,21,46,440,577,568,449
67,0,183,178,326,302,584,334
68,0,38,7,227,497,456,259
69,0,179,1,297,472,376,500
70,0,174,159,457,383,402,420
71,0,122,114,203,329,434,491
72,0,71,127,208,206,449,492
73,0,35,3,361,560,384,494
74,0,22,19,233,259,531,396
75,0,125,82,314,352,497,291
76,0,27,165,261,329,209,311
77,0,88,139,507,515,298,265
78,0,190,12,448,551,211,399
79,0,79,145,339,474,447,346
80,0,24,174,282,508,428,574
81,0,16,60,412,397,318,257
82,0,124,147,396,358,452,463
83,0,144,191,361,329,319,443
84,0,123,132,353,406,237,336
85,0,56,106,448,487,288,570
86,0,157,176,539,470,348,404
87,0,62,111,564,543,565,470
88,0,31,113,524,527,352,335
89,0,66,27,276,360,534,506
90,0,9,74,553,552,298,249
91,0,86,77,359,239,395,480
92,0,58,107,424,422,304,471
93,0,168,149,350,344,532,345
94,0,152,159,304,246,363,574
95,0,71,177,480,492,349,352
96,0,109,195,360,532,485,413
97,0,156,129,422,358,508,426
98,0,54,36,301,276,307,471
99,0,17,176,491,399,298,393
100,0,144,92,589,275,432,501
101,0,23,16,491,456,545,426
102,0,187,176,427,571,287,413
103,0,132,122,435,432,351,281
104,0,16,39,512,286,484,213
105,0,92,177,575,482,550,224
106,0,40,44,580,585,587,594
107,0,123,92,295,403,236,595
108,0,100,85,491,325,589,212
109,0,183,117,215,303,509,506
110,0,132,35,561,354,403,571
111,0,95,116,533,373,310,205
112,0,122,75,220,462,377,288
